Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
27.516,TraderOne,Tick,301,310,-9,9,147400,147900,2495,-106795,-104995,OK
27.516,Trader1,Tick,120,10,110,0,147400,147900,3813,-16111813,135187,BREACH
27.516,Trader2,Tick,358,287,71,-71,147400,147900,3923,-4223,-18423,OK
27.797,TraderOne,Tick,301,310,-9,9,147400,147800,2495,-106795,-104995,OK
27.797,Trader1,Tick,120,10,110,0,147400,147800,3813,-16111813,124187,BREACH
27.797,Trader2,Tick,358,297,61,-61,147400,147800,4218,-11518,-23718,OK
28.047,TraderOne,Tick,321,310,11,-11,147200,147800,2199,-103499,-105699,OK
28.047,Trader1,Tick,120,10,110,0,147200,147800,3813,-16111813,124187,BREACH
28.047,Trader2,Tick,359,307,52,-52,147200,147800,4498,-15398,-25798,OK
28.235,TraderOne,Tick,321,310,11,-11,147200,147800,2199,-103499,-105699,OK
28.235,Trader1,Tick,120,10,110,0,147200,147800,3813,-16111813,124187,BREACH
28.235,Trader2,Tick,359,307,52,-52,147200,147800,4498,-15398,-25798,OK
28.516,TraderOne,Tick,321,320,1,-1,147700,147800,2052,-108352,-108452,OK
28.516,Trader1,Tick,120,10,110,0,147700,147800,3813,-16111813,135187,BREACH
28.516,Trader2,Tick,359,317,42,-42,147700,147800,4351,-20251,-24451,OK
28.813,TraderOne,Tick,321,320,1,-1,147700,147600,2052,-108352,-108252,OK
28.813,Trader1,Tick,120,10,110,0,147700,147600,3813,-16111813,135187,BREACH
28.813,Trader2,Tick,359,317,42,-42,147700,147600,4351,-20251,-16051,OK
28.969,TraderOne,Tick,321,320,1,-1,147700,147600,2052,-108352,-108252,OK
28.969,Trader1,Tick,120,10,110,0,147700,147600,3813,-16111813,135187,BREACH
28.969,Trader2,Tick,359,317,42,-42,147700,147600,4351,-20251,-16051,OK
29.219,TraderOne,Tick,321,320,1,-1,147700,147600,2052,-108352,-108252,OK
29.219,Trader1,Tick,120,10,110,0,147700,147600,3813,-16111813,135187,BREACH
29.219,Trader2,Tick,359,317,42,-42,147700,147600,4351,-20251,-16051,OK
29.532,TraderOne,Tick,321,320,1,-1,147700,147600,2052,-108352,-108252,OK
29.532,Trader1,Tick,120,10,110,0,147700,147600,3813,-16111813,135187,BREACH
29.532,Trader2,Tick,359,317,42,-42,147700,147600,4351,-20251,-16051,OK
29.75,TraderOne,Tick,331,320,11,-11,147200,147600,1905,-108205,-110405,OK
29.75,Trader1,Tick,120,10,110,0,147200,147600,3813,-16111813,102187,BREACH
29.75,Trader2,Tick,359,327,32,-32,147200,147600,4645,-22545,-28945,OK
29.954,TraderOne,Tick,331,330,1,-1,147700,147600,1758,-109058,-108958,OK
29.954,Trader1,Tick,120,10,110,0,147700,147600,3813,-16111813,135187,BREACH
29.954,Trader2,Tick,359,337,22,-22,147700,147600,4498,-25398,-23198,OK
30.266,TraderOne,Tick,331,330,1,-1,147000,147600,1758,-109058,-109258,OK
30.266,Trader1,Tick,120,10,110,0,147000,147600,3813,-16111813,102187,BREACH
30.266,Trader2,Tick,369,337,32,-32,147000,147600,4351,-23251,-29651,OK
30.454,TraderOne,Tick,331,330,1,-1,147000,147600,1758,-109058,-109258,OK
30.454,Trader1,Tick,120,10,110,0,147000,147600,3813,-16111813,102187,BREACH
30.454,Trader2,Tick,369,337,32,-32,147000,147600,4351,-23251,-29651,OK
30.75,TraderOne,Tick,331,330,1,-1,147000,147400,1758,-109058,-109258,OK
30.75,Trader1,Tick,120,10,110,0,147000,147400,3813,-16111813,80187,BREACH
30.75,Trader2,Tick,369,337,32,-32,147000,147400,4351,-23251,-29651,OK
30.954,TraderOne,Tick,331,330,1,-1,147000,147400,1758,-109058,-109258,OK
30.954,Trader1,Tick,120,10,110,0,147000,147400,3813,-16111813,80187,BREACH
30.954,Trader2,Tick,379,337,42,-42,147000,147400,4645,-20545,-28945,OK
31.266,TraderOne,Tick,331,330,1,-1,147000,147400,1758,-109058,-109258,OK
31.266,Trader1,Tick,120,10,110,0,147000,147400,3813,-16111813,80187,BREACH
31.266,Trader2,Tick,379,337,42,-42,147000,147400,4645,-20545,-28945,OK
31.5,TraderOne,Tick,331,340,-9,9,147000,147400,1611,-116911,-115111,OK
31.5,Trader1,Tick,120,10,110,0,147000,147400,3813,-16111813,80187,BREACH
31.5,Trader2,Tick,389,337,52,-52,147000,147400,4939,-16839,-27239,OK
31.75,TraderOne,Tick,331,340,-9,9,147000,147400,1611,-116911,-115111,OK
31.75,Trader1,Tick,120,10,110,0,147000,147400,3813,-16111813,80187,BREACH
31.75,Trader2,Tick,389,337,52,-52,147000,147400,4939,-16839,-27239,OK
32.063,TraderOne,Tick,341,340,1,-1,147000,147400,1905,-113205,-113405,OK
32.063,Trader1,Tick,120,10,110,0,147000,147400,3813,-16111813,80187,BREACH
32.063,Trader2,Tick,399,347,52,-52,147000,147400,4645,-16545,-26945,OK
32.297,TraderOne,Tick,341,340,1,-1,147000,147400,1905,-113205,-113405,OK
32.297,Trader1,Tick,120,10,110,0,147000,147400,3813,-16111813,80187,BREACH
32.297,Trader2,Tick,399,347,52,-52,147000,147400,4645,-16545,-26945,OK
32.469,TraderOne,Tick,341,340,1,-1,147000,147400,1905,-113205,-113405,OK
32.469,Trader1,Tick,120,10,110,0,147000,147400,3813,-16111813,80187,BREACH
32.469,Trader2,Tick,399,347,52,-52,147000,147400,4645,-16545,-26945,OK
32.766,TraderOne,Tick,341,340,1,-1,147000,147600,1905,-113205,-113405,OK
32.766,Trader1,Tick,120,10,110,0,147000,147600,3813,-16111813,102187,BREACH
32.766,Trader2,Tick,399,347,52,-52,147000,147600,4645,-16545,-26945,OK
32.969,TraderOne,Tick,351,340,11,-11,147100,147600,1758,-111058,-113258,OK
32.969,Trader1,Tick,120,10,110,0,147100,147600,3813,-16111813,102187,BREACH
32.969,Trader2,Tick,399,357,42,-42,147100,147600,4939,-20839,-29239,OK
33.204,TraderOne,Tick,351,340,11,-11,147100,147600,1758,-111058,-113258,OK
33.204,Trader1,Tick,120,10,110,0,147100,147600,3813,-16111813,102187,BREACH
33.204,Trader2,Tick,399,357,42,-42,147100,147600,4939,-20839,-29239,OK
33.5,TraderOne,Tick,351,350,1,-1,146900,147600,2052,-116352,-116552,OK
33.5,Trader1,Tick,120,10,110,0,146900,147600,3813,-16111813,102187,BREACH
33.5,Trader2,Tick,399,357,42,-42,146900,147600,4939,-20839,-29239,OK
33.75,TraderOne,Tick,351,350,1,-1,146900,147600,2052,-116352,-116552,OK
33.75,Trader1,Tick,120,10,110,0,146900,147600,3813,-16111813,102187,BREACH
33.75,Trader2,Tick,399,367,32,-32,146900,147600,5233,-25133,-31533,OK
34.0,TraderOne,Tick,351,350,1,-1,146900,147600,2052,-116352,-116552,OK
34.0,Trader1,Tick,120,10,110,0,146900,147600,3813,-16111813,102187,BREACH
34.0,Trader2,Tick,399,367,32,-32,146900,147600,5233,-25133,-31533,OK
34.235,TraderOne,Tick,351,350,1,-1,146900,147200,2052,-116352,-116552,OK
34.235,Trader1,Tick,120,10,110,0,146900,147200,3813,-16111813,58187,BREACH
34.235,Trader2,Tick,399,367,32,-32,146900,147200,5233,-25133,-31533,OK
34.5,TraderOne,Tick,351,350,1,-1,146900,147200,2052,-116352,-116552,OK
34.5,Trader1,Tick,120,10,110,0,146900,147200,3813,-16111813,58187,BREACH
34.5,Trader2,Tick,399,367,32,-32,146900,147200,5233,-25133,-31533,OK
34.719,TraderOne,Tick,351,350,1,-1,146900,147200,2052,-116352,-116552,OK
34.719,Trader1,Tick,120,10,110,0,146900,147200,3813,-16111813,58187,BREACH
34.719,Trader2,Tick,399,367,32,-32,146900,147200,5233,-25133,-31533,OK
35.047,TraderOne,Tick,351,350,1,-1,146900,147200,2052,-116352,-116552,OK
35.047,Trader1,Tick,120,10,110,0,146900,147200,3813,-16111813,58187,BREACH
35.047,Trader2,Tick,399,367,32,-32,146900,147200,5233,-25133,-31533,OK
35.282,TraderOne,Tick,351,350,1,-1,146900,147300,2052,-116352,-116552,OK
35.282,Trader1,Tick,120,10,110,0,146900,147300,3813,-16111813,69187,BREACH
35.282,Trader2,Tick,399,367,32,-32,146900,147300,5233,-25133,-31533,OK
35.547,TraderOne,Tick,351,360,-9,9,147100,147000,1905,-122205,-123105,OK
35.547,Trader1,Tick,120,10,110,0,147100,147000,3813,-16111813,69187,BREACH
35.547,Trader2,Tick,399,377,22,-22,147100,147000,5086,-29986,-27786,OK
35.75,TraderOne,Tick,354,360,-6,6,147000,147000,1993,-121693,-121693,OK
35.75,Trader1,Tick,120,10,110,0,147000,147000,3813,-16111813,58187,BREACH
35.75,Trader2,Tick,399,387,12,-12,147000,147000,5248,-32748,-32748,OK
36.0,TraderOne,Tick,364,360,4,-4,147300,147000,1978,-122678,-121878,OK
36.0,Trader1,Tick,120,10,110,0,147300,147000,3813,-16111813,80187,BREACH
36.0,Trader2,Tick,399,397,2,-2,147300,147000,5410,-34910,-34510,OK
36.266,TraderOne,Tick,371,360,11,-11,147400,147000,1875,-123975,-121775,OK
36.266,Trader1,Tick,120,10,110,0,147400,147000,3813,-16111813,80187,BREACH
36.266,Trader2,Tick,399,404,-5,5,147400,147000,5616,-35116,-36116,OK
36.547,TraderOne,Tick,371,360,11,-11,147400,147000,1875,-123975,-121775,OK
36.547,Trader1,Tick,120,10,110,0,147400,147000,3813,-16111813,80187,BREACH
36.547,Trader2,Tick,399,404,-5,5,147400,147000,5616,-35116,-36116,OK
36.704,TraderOne,Tick,371,360,11,-11,147400,147000,1875,-123975,-121775,OK
36.704,Trader1,Tick,120,10,110,0,147400,147000,3813,-16111813,80187,BREACH
36.704,Trader2,Tick,399,404,-5,5,147400,147000,5616,-35116,-36116,OK
37.016,TraderOne,Tick,371,370,1,-1,147200,147000,1728,-124828,-124628,OK
37.016,Trader1,Tick,120,10,110,0,147200,147000,3813,-16111813,80187,BREACH
37.016,Trader2,Tick,409,404,5,-5,147200,147000,5910,-36410,-35410,OK
37.25,TraderOne,Tick,371,380,-9,9,147100,147000,1581,-126681,-127581,OK
37.25,Trader1,Tick,120,10,110,0,147100,147000,3813,-16111813,69187,BREACH
37.25,Trader2,Tick,419,404,15,-15,147100,147000,6204,-36704,-35204,OK
37.454,TraderOne,Tick,371,380,-9,9,147100,147300,1581,-126681,-124881,OK
37.454,Trader1,Tick,120,10,110,0,147100,147300,3813,-16111813,69187,BREACH
37.454,Trader2,Tick,419,404,15,-15,147100,147300,6204,-36704,-39704,OK
37.766,TraderOne,Tick,371,380,-9,9,147100,147300,1581,-126681,-124881,OK
37.766,Trader1,Tick,120,10,110,0,147100,147300,3813,-16111813,69187,BREACH
37.766,Trader2,Tick,419,404,15,-15,147100,147300,6204,-36704,-39704,OK
38.047,TraderOne,Tick,371,380,-9,9,147100,147300,1581,-126681,-124881,OK
38.047,Trader1,Tick,120,10,110,0,147100,147300,3813,-16111813,69187,BREACH
38.047,Trader2,Tick,419,404,15,-15,147100,147300,6204,-36704,-39704,OK
38.266,TraderOne,Tick,371,380,-9,9,147100,147300,1581,-126681,-124881,OK
38.266,Trader1,Tick,120,10,110,0,147100,147300,3813,-16111813,69187,BREACH
38.266,Trader2,Tick,419,404,15,-15,147100,147300,6204,-36704,-39704,OK
38.469,TraderOne,Tick,381,380,1,-1,147500,147300,1876,-127976,-127776,OK
38.469,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
38.469,Trader2,Tick,419,404,15,-15,147500,147300,6204,-36704,-33704,OK
38.797,TraderOne,Tick,381,380,1,-1,147500,147300,1876,-127976,-127776,OK
38.797,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
38.797,Trader2,Tick,419,404,15,-15,147500,147300,6204,-36704,-33704,OK
39.0,TraderOne,Tick,381,380,1,-1,147500,147300,1876,-127976,-127776,OK
39.0,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
39.0,Trader2,Tick,419,404,15,-15,147500,147300,6204,-36704,-33704,OK
39.266,TraderOne,Tick,391,380,11,-11,147500,147300,1729,-126829,-124629,OK
39.266,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
39.266,Trader2,Tick,429,404,25,-25,147500,147300,6057,-35557,-30557,OK
39.516,TraderOne,Tick,391,390,1,-1,147700,147300,1582,-128682,-128482,OK
39.516,Trader1,Tick,120,10,110,0,147700,147300,3813,-16111813,113187,BREACH
39.516,Trader2,Tick,429,414,15,-15,147700,147300,5910,-37410,-34410,OK
39.782,TraderOne,Tick,391,390,1,-1,147700,147300,1582,-128682,-128482,OK
39.782,Trader1,Tick,120,10,110,0,147700,147300,3813,-16111813,113187,BREACH
39.782,Trader2,Tick,429,414,15,-15,147700,147300,5910,-37410,-34410,OK
40.032,TraderOne,Tick,391,390,1,-1,147700,147300,1582,-128682,-128482,OK
40.032,Trader1,Tick,120,10,110,0,147700,147300,3813,-16111813,113187,BREACH
40.032,Trader2,Tick,429,414,15,-15,147700,147300,5910,-37410,-34410,OK
40.25,TraderOne,Tick,391,390,1,-1,147700,147300,1582,-128682,-128482,OK
40.25,Trader1,Tick,120,10,110,0,147700,147300,3813,-16111813,113187,BREACH
40.25,Trader2,Tick,429,414,15,-15,147700,147300,5910,-37410,-34410,OK
40.547,TraderOne,Tick,391,400,-9,9,147700,147300,1435,-128535,-130335,OK
40.547,Trader1,Tick,120,10,110,0,147700,147300,3813,-16111813,113187,BREACH
40.547,Trader2,Tick,429,424,5,-5,147700,147300,5763,-37263,-36263,OK
40.704,TraderOne,Tick,391,400,-9,9,147700,147300,1435,-128535,-130335,OK
40.704,Trader1,Tick,120,10,110,0,147700,147300,3813,-16111813,113187,BREACH
40.704,Trader2,Tick,429,424,5,-5,147700,147300,5763,-37263,-36263,OK
41.0,TraderOne,Tick,401,400,1,-1,147400,147300,1730,-130830,-130730,OK
41.0,Trader1,Tick,120,10,110,0,147400,147300,3813,-16111813,102187,BREACH
41.0,Trader2,Tick,429,434,-5,5,147400,147300,5616,-37116,-37616,OK
41.204,TraderOne,Tick,401,400,1,-1,147400,147300,1730,-130830,-130730,OK
41.204,Trader1,Tick,120,10,110,0,147400,147300,3813,-16111813,102187,BREACH
41.204,Trader2,Tick,429,434,-5,5,147400,147300,5616,-37116,-37616,OK
41.547,TraderOne,Tick,401,400,1,-1,147400,147300,1730,-130830,-130730,OK
41.547,Trader1,Tick,120,10,110,0,147400,147300,3813,-16111813,102187,BREACH
41.547,Trader2,Tick,429,434,-5,5,147400,147300,5616,-37116,-37616,OK
41.704,TraderOne,Tick,401,400,1,-1,147400,147300,1730,-130830,-130730,OK
41.704,Trader1,Tick,120,10,110,0,147400,147300,3813,-16111813,102187,BREACH
41.704,Trader2,Tick,429,434,-5,5,147400,147300,5616,-37116,-37616,OK
42.063,TraderOne,Tick,401,400,1,-1,147400,147200,1730,-130830,-130630,OK
42.063,Trader1,Tick,120,10,110,0,147400,147200,3813,-16111813,102187,BREACH
42.063,Trader2,Tick,429,434,-5,5,147400,147200,5616,-37116,-38116,OK
42.204,TraderOne,Tick,401,400,1,-1,147400,147200,1730,-130830,-130630,OK
42.204,Trader1,Tick,120,10,110,0,147400,147200,3813,-16111813,102187,BREACH
42.204,Trader2,Tick,429,442,-13,13,147400,147200,5498,-36998,-39598,OK
42.516,TraderOne,Tick,401,400,1,-1,147400,147200,1730,-130830,-130630,OK
42.516,Trader1,Tick,120,10,110,0,147400,147200,3813,-16111813,102187,BREACH
42.516,Trader2,Tick,429,442,-13,13,147400,147200,5498,-36998,-39598,OK
42.75,TraderOne,Tick,401,410,-9,9,147400,147200,1583,-130683,-132483,OK
42.75,Trader1,Tick,120,10,110,0,147400,147200,3813,-16111813,102187,BREACH
42.75,Trader2,Tick,439,442,-3,3,147400,147200,5793,-39293,-39893,OK
42.954,TraderOne,Tick,401,410,-9,9,147400,147200,1583,-130683,-132483,OK
42.954,Trader1,Tick,120,10,110,0,147400,147200,3813,-16111813,102187,BREACH
42.954,Trader2,Tick,439,442,-3,3,147400,147200,5793,-39293,-39893,OK
43.297,TraderOne,Tick,401,410,-9,9,147400,147200,1583,-130683,-132483,OK
43.297,Trader1,Tick,120,10,110,0,147400,147200,3813,-16111813,102187,BREACH
43.297,Trader2,Tick,439,442,-3,3,147400,147200,5793,-39293,-39893,OK
43.469,TraderOne,Tick,411,410,1,-1,147500,147200,1435,-132535,-132335,OK
43.469,Trader1,Tick,120,10,110,0,147500,147200,3813,-16111813,102187,BREACH
43.469,Trader2,Tick,439,452,-13,13,147500,147200,6088,-38588,-41188,OK
43.719,TraderOne,Tick,421,410,11,-11,147600,147400,1287,-136387,-134187,OK
43.719,Trader1,Tick,120,10,110,0,147600,147400,3813,-16111813,124187,BREACH
43.719,Trader2,Tick,439,462,-23,23,147600,147400,6383,-36883,-41483,OK
44.032,TraderOne,Tick,421,410,11,-11,147700,147400,1287,-136387,-134187,OK
44.032,Trader1,Tick,120,10,110,0,147700,147400,3813,-16111813,124187,BREACH
44.032,Trader2,Tick,449,462,-13,13,147700,147400,6678,-40178,-42778,OK
44.219,TraderOne,Tick,421,420,1,-1,147600,147400,1139,-136239,-136039,OK
44.219,Trader1,Tick,120,10,110,0,147600,147400,3813,-16111813,124187,BREACH
44.219,Trader2,Tick,459,462,-3,3,147600,147400,6973,-41473,-42073,OK
44.516,TraderOne,Tick,421,430,-9,9,147500,147400,991,-137091,-137991,OK
44.516,Trader1,Tick,120,10,110,0,147500,147400,3813,-16111813,113187,BREACH
44.516,Trader2,Tick,469,462,7,-7,147500,147400,7268,-42768,-42068,OK
44.719,TraderOne,Tick,421,430,-9,9,147500,147400,991,-137091,-137991,OK
44.719,Trader1,Tick,120,10,110,0,147500,147400,3813,-16111813,113187,BREACH
44.719,Trader2,Tick,469,462,7,-7,147500,147400,7268,-42768,-42068,OK
44.954,TraderOne,Tick,421,430,-9,9,147700,147400,991,-137091,-138891,OK
44.954,Trader1,Tick,120,10,110,0,147700,147400,3813,-16111813,124187,BREACH
44.954,Trader2,Tick,469,472,-3,-7,147700,147400,7120,1433380,-41220,OK
45.235,TraderOne,Tick,431,430,1,-1,147600,147500,1286,-139386,-139286,OK
45.235,Trader1,Tick,120,10,110,0,147600,147500,3813,-16111813,124187,BREACH
45.235,Trader2,Tick,469,482,-13,13,147600,147500,6972,-40472,-41772,OK
45.5,TraderOne,Tick,431,430,1,-1,147700,147500,1286,-139386,-139186,OK
45.5,Trader1,Tick,120,10,110,0,147700,147500,3813,-16111813,135187,BREACH
45.5,Trader2,Tick,479,482,-3,3,147700,147500,7267,-42767,-43367,OK
45.735,TraderOne,Tick,441,430,11,-11,147500,147500,1138,-142238,-142238,OK
45.735,Trader1,Tick,120,10,110,0,147500,147500,3813,-16111813,113187,BREACH
45.735,Trader2,Tick,479,492,-13,13,147500,147500,7562,-42062,-42062,OK
46.047,TraderOne,Tick,441,430,11,-11,147500,147500,1138,-142238,-142238,OK
46.047,Trader1,Tick,120,10,110,0,147500,147500,3813,-16111813,113187,BREACH
46.047,Trader2,Tick,479,492,-13,13,147500,147500,7562,-42062,-42062,OK
46.235,TraderOne,Tick,441,430,11,-11,147500,147500,1138,-142238,-142238,OK
46.235,Trader1,Tick,120,10,110,0,147500,147500,3813,-16111813,113187,BREACH
46.235,Trader2,Tick,479,492,-13,13,147500,147500,7562,-42062,-42062,OK
46.547,TraderOne,Tick,441,440,1,-1,147400,147500,1433,-143533,-143633,OK
46.547,Trader1,Tick,120,10,110,0,147400,147500,3813,-16111813,102187,BREACH
46.547,Trader2,Tick,479,492,-13,13,147400,147500,7562,-42062,-40762,OK
46.766,TraderOne,Tick,441,440,1,-1,147400,147500,1433,-143533,-143633,OK
46.766,Trader1,Tick,120,10,110,0,147400,147500,3813,-16111813,102187,BREACH
46.766,Trader2,Tick,479,492,-13,13,147400,147500,7562,-42062,-40762,OK
47.0,TraderOne,Tick,443,440,3,-3,147400,147500,1404,-144304,-144604,OK
47.0,Trader1,Tick,120,10,110,0,147400,147500,3813,-16111813,102187,BREACH
47.0,Trader2,Tick,479,502,-23,23,147400,147500,7857,-40357,-38057,OK
47.219,TraderOne,Tick,443,440,3,-3,147400,147500,1404,-144304,-144604,OK
47.219,Trader1,Tick,120,10,110,0,147400,147500,3813,-16111813,102187,BREACH
47.219,Trader2,Tick,479,502,-23,23,147400,147500,7857,-40357,-38057,OK
47.547,TraderOne,Tick,443,450,-7,7,147700,147500,1256,-142156,-143556,OK
47.547,Trader1,Tick,120,10,110,0,147700,147500,3813,-16111813,135187,BREACH
47.547,Trader2,Tick,479,512,-33,33,147700,147500,7709,-38209,-44809,OK
47.75,TraderOne,Tick,443,450,-7,7,147700,147500,1256,-142156,-143556,OK
47.75,Trader1,Tick,120,10,110,0,147700,147500,3813,-16111813,135187,BREACH
47.75,Trader2,Tick,479,512,-33,33,147700,147500,7709,-38209,-44809,OK
47.969,TraderOne,Tick,453,450,3,-3,147700,147500,1551,-147451,-146851,OK
47.969,Trader1,Tick,120,10,110,0,147700,147500,3813,-16111813,135187,BREACH
47.969,Trader2,Tick,479,512,-33,33,147700,147500,7709,-38209,-44809,OK
48.297,TraderOne,Tick,463,450,13,-13,147500,147500,1403,-153303,-153303,OK
48.297,Trader1,Tick,120,10,110,0,147500,147500,3813,-16111813,113187,BREACH
48.297,Trader2,Tick,480,512,-32,32,147500,147500,7694,-38694,-38694,OK
48.547,TraderOne,Tick,463,450,13,-13,147500,147500,1403,-153303,-153303,OK
48.547,Trader1,Tick,120,10,110,0,147500,147500,3813,-16111813,113187,BREACH
48.547,Trader2,Tick,480,512,-32,32,147500,147500,7694,-38694,-38694,OK
48.719,TraderOne,Tick,463,460,3,-3,147500,147500,1698,-151598,-151598,OK
48.719,Trader1,Tick,120,10,110,0,147500,147500,3813,-16111813,113187,BREACH
48.719,Trader2,Tick,490,512,-22,22,147500,147500,7546,-43546,-43546,OK
49.0,TraderOne,Tick,463,460,3,-3,147500,147500,1698,-151598,-151598,OK
49.0,Trader1,Tick,120,10,110,0,147500,147500,3813,-16111813,113187,BREACH
49.0,Trader2,Tick,490,512,-22,22,147500,147500,7546,-43546,-43546,OK
49.219,TraderOne,Tick,463,460,3,-3,147500,147500,1698,-151598,-151598,OK
49.219,Trader1,Tick,120,10,110,0,147500,147500,3813,-16111813,113187,BREACH
49.219,Trader2,Tick,490,512,-22,22,147500,147500,7546,-43546,-43546,OK
49.547,TraderOne,Tick,463,470,-7,7,147600,147500,1550,-151450,-152150,OK
49.547,Trader1,Tick,120,10,110,0,147600,147500,3813,-16111813,124187,BREACH
49.547,Trader2,Tick,500,512,-12,12,147600,147500,7841,-45841,-47041,OK
49.75,TraderOne,Tick,463,470,-7,7,147600,147500,1550,-151450,-152150,OK
49.75,Trader1,Tick,120,10,110,0,147600,147500,3813,-16111813,124187,BREACH
49.75,Trader2,Tick,500,512,-12,12,147600,147500,7841,-45841,-47041,OK
50.016,TraderOne,Tick,463,470,-7,7,147600,147500,1550,-151450,-152150,OK
50.016,Trader1,Tick,120,10,110,0,147600,147500,3813,-16111813,124187,BREACH
50.016,Trader2,Tick,500,512,-12,12,147600,147500,7841,-45841,-47041,OK
50.297,TraderOne,Tick,473,470,3,-3,147700,147500,1845,-156745,-156145,OK
50.297,Trader1,Tick,120,10,110,0,147700,147500,3813,-16111813,135187,BREACH
50.297,Trader2,Tick,500,512,-12,12,147700,147500,7841,-45841,-48241,OK
50.516,TraderOne,Tick,473,470,3,-3,147700,147500,1845,-156745,-156145,OK
50.516,Trader1,Tick,120,10,110,0,147700,147500,3813,-16111813,135187,BREACH
50.516,Trader2,Tick,500,512,-12,12,147700,147500,7841,-45841,-48241,OK
50.704,TraderOne,Tick,483,470,13,-13,147600,147500,2140,-161040,-159740,OK
50.704,Trader1,Tick,120,10,110,0,147600,147500,3813,-16111813,124187,BREACH
50.704,Trader2,Tick,500,522,-22,22,147600,147500,7693,-43693,-45893,OK
51.016,TraderOne,Tick,483,470,13,-13,147600,147500,2140,-161040,-159740,OK
51.016,Trader1,Tick,120,10,110,0,147600,147500,3813,-16111813,124187,BREACH
51.016,Trader2,Tick,500,522,-22,22,147600,147500,7693,-43693,-45893,OK
51.25,TraderOne,Tick,483,470,13,-13,147600,147500,2140,-161040,-159740,OK
51.25,Trader1,Tick,120,10,110,0,147600,147500,3813,-16111813,124187,BREACH
51.25,Trader2,Tick,500,522,-22,22,147600,147500,7693,-43693,-45893,OK
51.547,TraderOne,Tick,483,480,3,-3,147400,147500,2435,-160335,-160635,OK
51.547,Trader1,Tick,120,10,110,0,147400,147500,3813,-16111813,102187,BREACH
51.547,Trader2,Tick,510,522,-12,12,147400,147500,7546,-46546,-45346,OK
51.813,TraderOne,Tick,483,480,3,-3,147400,147500,2435,-160335,-160635,OK
51.813,Trader1,Tick,120,10,110,0,147400,147500,3813,-16111813,102187,BREACH
51.813,Trader2,Tick,510,522,-12,12,147400,147500,7546,-46546,-45346,OK
52.016,TraderOne,Tick,483,480,3,-3,147400,147300,2435,-160335,-160035,OK
52.016,Trader1,Tick,120,10,110,0,147400,147300,3813,-16111813,102187,BREACH
52.016,Trader2,Tick,510,522,-12,12,147400,147300,7546,-46546,-47746,OK
52.25,TraderOne,Tick,483,480,3,-3,147400,147300,2435,-160335,-160035,OK
52.25,Trader1,Tick,120,10,110,0,147400,147300,3813,-16111813,102187,BREACH
52.25,Trader2,Tick,510,522,-12,12,147400,147300,7546,-46546,-47746,OK
52.547,TraderOne,Tick,483,490,-7,7,147500,147300,2287,-160187,-161587,OK
52.547,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
52.547,Trader2,Tick,520,522,-2,2,147500,147300,7841,-48841,-49241,OK
52.704,TraderOne,Tick,493,490,3,-3,147500,147300,2582,-164482,-163882,OK
52.704,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
52.704,Trader2,Tick,520,532,-12,12,147500,147300,7693,-47693,-50093,OK
53.047,TraderOne,Tick,493,490,3,-3,147500,147300,2582,-164482,-163882,OK
53.047,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
53.047,Trader2,Tick,520,532,-12,12,147500,147300,7693,-47693,-50093,OK
53.25,TraderOne,Tick,493,490,3,-3,147500,147300,2582,-164482,-163882,OK
53.25,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
53.25,Trader2,Tick,520,532,-12,12,147500,147300,7693,-47693,-50093,OK
53.547,TraderOne,Tick,493,490,3,-3,147500,147300,2582,-164482,-163882,OK
53.547,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
53.547,Trader2,Tick,520,532,-12,12,147500,147300,7693,-47693,-50093,OK
53.735,TraderOne,Tick,493,490,3,-3,147500,147300,2582,-164482,-163882,OK
53.735,Trader1,Tick,120,10,110,0,147500,147300,3813,-16111813,113187,BREACH
53.735,Trader2,Tick,520,532,-12,12,147500,147300,7693,-47693,-50093,OK
54.016,TraderOne,Tick,493,500,-7,7,147800,147300,2434,-165334,-166734,OK
54.016,Trader1,Tick,120,10,110,0,147800,147300,3813,-16111813,113187,BREACH
54.016,Trader2,Tick,530,534,-4,4,147800,147300,7958,-48558,-49358,OK
54.219,TraderOne,Tick,493,500,-7,7,147800,147300,2434,-165334,-166734,OK
54.219,Trader1,Tick,120,10,110,0,147800,147300,3813,-16111813,113187,BREACH
54.219,Trader2,Tick,530,534,-4,4,147800,147300,7958,-48558,-49358,OK
54.547,TraderOne,Tick,503,500,3,-3,147500,147200,2729,-169629,-169029,OK
54.547,Trader1,Tick,120,10,110,0,147500,147200,3813,-16111813,102187,BREACH
